Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
176,1,0,"112,55,30,31",
177,1,0,"113,56,30,31",
178,1,0,"114,56,30,32",
179,0,0,,
180,0,0,,
181,0,0,,
182,0,0,,
183,0,0,,
184,0,0,,
185,0,0,,
186,0,0,,
187,0,0,,
188,0,0,,
189,0,0,,
190,0,0,,
191,0,0,,
192,0,0,,
193,0,0,,
194,0,0,,
195,0,0,,
196,0,0,,
197,0,0,,
198,0,0,,
199,0,0,,
200,0,0,,
201,0,0,,
202,0,0,,
203,0,0,,
204,0,0,,
205,0,0,,
206,0,0,,
207,1,0,"73,46,27,29",
208,1,0,"73,47,27,29",
209,0,0,,
210,0,0,,
211,0,0,,
212,0,0,,
213,0,0,,
214,0,0,,
215,0,0,,
216,0,0,,
217,0,0,,
218,0,0,,
219,0,0,,
220,0,0,,
221,0,0,,
222,0,0,,
223,0,0,,
224,0,0,,
225,0,0,,
226,0,0,,
227,0,0,,
228,0,0,,
229,0,0,,
230,1,0,"174,56,33,35",
231,0,0,,
232,0,0,,
233,0,0,,
234,0,0,,
235,0,0,,
236,0,0,,
237,0,0,,
238,0,0,,
239,0,0,,
240,0,0,,
241,0,0,,
242,0,0,,
243,0,0,,
244,0,0,,
245,0,0,,
246,0,0,,
247,0,0,,
248,0,0,,
249,0,0,,
250,0,0,,
251,0,0,,
252,0,0,,
253,0,0,,
254,0,0,,
255,0,0,,
256,0,0,,
257,0,0,,
258,0,0,,
259,1,0,"284,90,34,36",
260,1,0,"285,90,34,36",
261,1,0,"286,90,33,36",
262,1,0,"285,90,34,36",
263,1,0,"285,90,34,36",
264,1,0,"285,89,35,37",
265,1,0,"286,89,33,37",
266,1,0,"286,89,34,36",
267,1,0,"286,89,33,36",
268,1,0,"286,89,33,36",
269,1,0,"285,89,33,36",
270,1,0,"284,88,34,37",
271,1,0,"283,89,34,36",
272,1,0,"282,88,33,37",
273,1,0,"281,88,33,36",
274,1,0,"281,89,33,35",
275,1,0,"279,89,34,35",
276,0,0,,
277,0,0,,
278,0,0,,
279,0,0,,
280,0,0,,
281,0,0,,
282,0,0,,
283,0,0,,
284,0,0,,
285,0,0,,
286,0,0,,
287,0,0,,
288,0,0,,
289,0,0,,
290,0,0,,
291,0,0,,
292,0,0,,
293,0,0,,
294,0,0,,
295,0,0,,
296,0,1,,"14,109,35,38"
297,0,0,,
298,0,0,,
299,0,0,,
300,0,0,,
301,0,1,,"27,105,35,40"
302,0,1,,"28,104,36,39"
303,0,1,,"31,103,35,40"
304,0,1,,"32,103,35,40"
305,0,1,,"34,104,35,39"
306,0,1,,"36,105,35,39"
307,0,1,,"39,106,34,39"
308,0,1,,"41,108,34,38"
309,0,1,,"42,109,35,39"
310,0,1,,"44,110,35,39"
311,0,1,,"45,109,35,40"
312,0,1,,"47,108,35,40"
313,0,1,,"48,107,35,39"
314,0,1,,"50,106,35,39"
315,0,1,,"52,105,35,39"
316,0,1,,"54,104,35,39"
317,0,1,,"56,104,34,39"
318,0,1,,"57,105,35,38"
319,0,1,,"59,106,35,39"
320,0,1,,"61,107,35,40"
321,0,1,,"63,109,35,39"
322,0,1,,"66,109,34,39"
323,0,1,,"68,109,35,39"
324,0,1,,"71,109,34,39"
325,0,1,,"73,108,34,39"
326,0,1,,"74,107,34,39"
327,0,1,,"76,106,34,39"
328,0,1,,"77,105,34,40"
329,0,1,,"78,105,35,39"
330,0,1,,"80,106,35,39"
331,0,1,,"81,107,36,40"
332,0,1,,"83,109,35,39"
333,0,1,,"84,110,35,40"
334,0,1,,"86,111,35,40"
335,0,1,,"87,111,35,40"
336,0,1,,"88,110,35,41"
337,0,1,,"90,110,35,40"
338,0,1,,"91,108,36,41"
339,0,1,,"94,107,35,41"
340,1,1,"327,72,33,34","96,106,35,41"
341,1,1,"329,71,32,35","97,106,36,41"
342,1,1,"330,70,32,34","99,106,36,41"
343,1,1,"331,70,33,34","102,107,36,42"
344,1,1,"333,70,33,35","104,108,36,42"
345,1,1,"335,71,32,35","106,109,36,42"
346,1,1,"336,72,33,35","110,109,36,42"
347,1,1,"337,73,33,35","113,110,36,41"
348,1,1,"339,74,33,35","116,109,35,42"
349,1,1,"340,75,33,35","119,108,36,41"
350,1,1,"342,76,33,35","121,106,37,42"
351,1,1,"344,76,33,35","123,105,37,42"
352,1,1,"346,76,32,35","126,104,37,43"
353,0,1,,"128,104,37,43"
354,0,1,,"130,104,38,43"
355,0,1,,"133,105,38,43"
356,0,1,,"136,107,37,42"
357,0,1,,"139,108,37,42"
358,0,1,,"141,109,37,42"
359,0,1,,"144,109,37,43"
360,0,1,,"146,109,38,42"
361,0,1,,"150,108,36,42"
362,0,1,,"153,107,36,42"
363,0,1,,"156,105,37,43"
364,0,1,,"159,103,38,43"
365,0,1,,"163,103,39,44"
366,0,0,,
367,0,0,,
368,0,0,,
369,0,0,,
370,0,0,,
371,1,0,"160,37,28,30",
372,0,0,,
373,0,0,,
374,0,0,,
375,0,0,,
376,1,0,"163,39,28,30",
377,2,0,"213,102,36,42;164,40,28,30",
378,2,0,"217,103,36,41;165,40,28,31",
379,2,0,"219,104,38,43;165,40,29,31",
380,2,0,"224,106,37,42;167,40,28,30",
381,2,0,"228,107,37,42;167,39,29,31",
382,2,0,"232,109,37,43;168,40,29,31",
383,2,0,"235,110,36,42;169,39,29,32",
384,2,0,"237,110,37,43;170,39,29,32",
385,2,0,"241,109,37,43;171,39,29,32",
386,2,0,"244,108,37,43;171,39,29,32",
387,2,0,"248,107,37,43;172,39,29,31",
388,2,0,"251,106,38,43;173,39,29,31",
389,1,0,"255,105,37,43",
390,1,0,"258,105,38,43",
391,1,0,"262,106,37,44",
392,1,0,"266,107,38,44",
393,0,0,,
394,0,0,,
395,0,0,,
396,0,0,,
397,0,1,,"291,112,38,43"
398,0,1,,"296,111,38,43"
399,0,1,,"299,109,38,44"
400,0,1,,"303,108,38,43"
401,0,1,,"307,107,39,44"
402,0,1,,"312,107,38,44"
403,0,1,,"316,109,38,44"
404,0,1,,"320,111,39,44"
405,0,1,,"324,113,39,44"
406,0,1,,"329,115,38,44"
407,0,1,,"333,117,38,44"
408,0,1,,"337,117,38,44"
409,0,1,,"341,117,38,44"
410,0,1,,"346,116,38,44"
411,0,1,,"350,115,38,43"
412,0,1,,"354,113,39,44"
413,1,0,"159,46,29,31",
414,1,0,"159,45,29,32",
415,0,1,,"13,92,40,42"
416,0,0,,
417,1,0,"376,116,39,44",
418,1,0,"381,118,37,44",
419,0,0,,
420,0,0,,
421,0,0,,
422,0,0,,
423,0,2,,"26,95,41,43;232,90,35,39"
424,0,2,,"26,95,42,45;232,88,37,41"
425,0,1,,"234,88,37,42"
426,0,1,,"236,90,37,41"
427,1,1,"209,42,29,32","239,91,37,41"
428,1,0,"210,43,29,32",
429,0,0,,
430,0,0,,
431,0,0,,
432,0,0,,
433,0,0,,
434,0,0,,
435,0,0,,
436,0,0,,
437,0,0,,
438,0,0,,
439,0,0,,
440,0,0,,
441,0,1,,"262,94,37,40"
442,0,1,,"262,95,37,40"
443,0,1,,"263,96,36,40"
444,0,1,,"263,97,37,39"
445,0,2,,"36,97,40,43;263,97,37,39"
446,0,1,,"263,96,36,39"
447,0,1,,"263,96,36,39"
448,0,1,,"264,94,36,39"
449,0,1,,"264,93,37,39"
450,0,2,,"41,96,39,42;265,91,36,40"
451,0,2,,"41,97,39,41;266,90,36,40"
452,1,2,"240,44,29,32","41,96,40,43;266,90,37,40"
453,0,2,,"42,97,40,43;267,90,37,40"
454,0,2,,"42,97,40,43;267,91,38,40"
455,0,2,,"42,98,40,42;268,92,38,41"
456,0,2,,"42,98,40,43;269,94,38,40"
457,0,2,,"245,43,30,32;271,95,38,40"
458,0,2,,"246,43,30,32;273,96,37,40"
459,0,2,,"247,43,30,33;275,96,37,39"
460,0,2,,"248,43,30,33;276,95,37,41"
461,0,3,,"44,96,41,42;249,44,29,32;277,94,38,42"
462,0,3,,"45,95,42,44;250,45,29,32;278,93,39,42"
463,0,3,,"46,95,42,44;251,45,29,33;279,91,38,42"
464,0,3,,"48,95,40,43;251,46,29,32;280,90,38,41"
465,0,3,,"49,95,41,44;252,46,29,32;281,90,38,41"
466,0,3,,"50,96,41,44;253,46,29,32;281,89,38,42"
467,0,2,,"253,46,29,32;281,90,39,42"
468,0,2,,"254,46,28,32;281,91,39,43"
469,1,2,"189,31,28,29","254,46,29,32;282,93,39,43"
470,1,2,"189,30,29,31","255,46,29,32;282,94,39,43"
471,1,3,"190,30,28,31","57,97,41,43;256,46,29,32;282,95,39,43"
472,1,3,"190,31,28,30","58,96,41,44;257,45,29,33;282,95,40,43"
473,0,3,,"59,96,40,43;257,45,30,32;283,95,39,43"
474,0,3,,"59,96,41,43;258,45,29,32;283,94,40,43"
475,0,3,,"60,95,40,43;260,45,29,32;284,92,39,44"
476,0,3,,"61,96,40,42;260,45,30,32;284,91,41,44"
477,0,3,,"61,96,40,43;262,45,29,32;286,89,40,44"
478,0,3,,"61,96,41,43;262,45,29,33;287,88,40,43"
479,0,3,,"62,97,40,43;264,46,29,32;289,88,39,43"
480,0,3,,"62,97,40,43;265,46,29,32;290,89,40,43"
481,0,3,,"61,97,41,43;266,47,29,32;291,89,40,44"
482,0,3,,"61,96,40,43;268,48,29,32;293,91,40,43"
483,0,3,,"61,95,40,44;270,48,29,32;295,92,40,44"
484,0,3,,"61,95,41,43;271,48,29,33;296,93,41,44"
485,0,3,,"61,95,41,43;273,48,29,33;299,94,40,43"
486,0,3,,"61,94,42,43;275,48,29,32;302,93,40,43"
487,0,2,,"277,48,28,32;305,92,40,44"
488,0,2,,"278,48,29,32;307,92,40,43"
489,0,2,,"280,48,29,32;309,90,40,43"
490,0,2,,"281,48,29,32;311,88,40,43"
491,0,3,,"65,95,43,46;283,48,29,32;313,87,40,43"
492,0,3,,"66,96,44,45;285,47,28,32;315,86,39,42"
493,0,3,,"67,95,44,47;286,47,29,32;316,86,40,43"
494,0,2,,"288,47,28,32;318,86,39,43"
495,0,2,,"289,48,29,31;319,87,40,43"
496,0,2,,"290,48,29,32;321,89,39,43"
497,0,2,,"292,49,28,32;322,91,40,43"
498,0,2,,"293,50,29,32;323,91,40,44"
499,0,2,,"294,51,29,32;324,91,40,44"
500,0,2,,"295,52,29,31;325,91,41,44"
501,0,2,,"297,52,28,32;326,90,41,44"
502,0,1,,"298,52,29,32"
503,0,1,,"300,52,28,32"
504,0,2,,"69,99,43,44;301,51,28,32"
505,0,2,,"68,99,44,45;302,51,29,32"
506,0,3,,"336,85,41,44;68,98,44,46;303,50,29,33"
507,0,3,,"338,85,41,44;68,98,44,45;305,50,29,32"
508,0,4,,"207,32,28,31;340,86,41,44;67,97,45,46;307,50,28,32"
509,0,3,,"343,88,40,43;68,97,44,46;308,50,29,31"
510,0,3,,"230,100,40,45;346,90,41,44;68,97,45,46"
511,0,2,,"349,91,40,44;69,97,44,46"
512,0,2,,"353,92,39,44;69,97,46,47"
513,0,2,,"356,92,40,44;71,97,45,47"
514,1,2,"316,51,30,32","359,92,40,44;71,97,46,48"
515,1,2,"318,51,29,33","362,91,40,44;73,98,46,48"
516,1,1,"319,52,30,33","365,91,40,43"
517,2,1,"115,39,27,29;321,52,30,33","367,89,41,45"
518,1,1,"323,53,30,32","369,88,41,45"
519,1,1,"325,52,29,32","370,88,42,45"
520,1,1,"327,53,29,32","80,100,45,47"
521,1,1,"329,52,29,32","80,99,46,48"
522,1,1,"331,51,29,33","81,99,46,49"
523,1,1,"332,51,30,33","82,99,46,49"
524,1,1,"334,50,30,34","83,100,46,48"
525,1,1,"335,50,31,34","83,101,47,48"
526,1,1,"337,50,30,34","84,101,46,49"
527,1,1,"338,50,31,34","85,102,46,48"
528,1,2,"340,51,30,33","22,87,35,39;85,103,46,48"
529,1,2,"342,52,29,32","24,88,35,39;86,103,46,49"
530,1,2,"343,52,30,33","27,88,34,39;87,103,46,49"
531,1,2,"344,52,30,33","29,88,34,39;88,103,46,49"
532,1,2,"346,53,29,32","31,87,35,39;89,101,46,49"
533,1,2,"347,54,30,32","33,87,34,39;91,101,45,48"
534,1,2,"348,54,30,33","34,86,36,40;92,101,46,48"
535,0,2,,"36,86,35,40;94,101,46,48"
536,0,2,,"37,85,35,40;97,102,45,47"
537,0,2,,"38,85,36,40;99,103,45,47"
538,0,2,,"39,85,35,40;101,104,45,47"
539,0,2,,"40,86,36,40;104,105,45,48"
540,0,2,,"42,87,35,40;106,106,45,47"
541,0,2,,"43,89,36,40;108,106,45,48"
542,0,2,,"45,90,35,40;110,106,45,48"
543,0,2,,"46,91,35,40;112,106,46,48"
544,2,2,"359,51,30,33;233,35,29,30","47,92,35,39;114,105,45,48"
545,2,2,"361,51,29,33;234,35,28,31","47,92,36,40;115,105,46,48"
546,3,2,"306,70,43,55;361,51,30,32;234,35,29,31","48,92,36,40;117,105,45,48"
547,3,2,"304,69,43,55;363,51,29,33;235,35,29,31","49,91,35,41;119,105,45,48"
548,3,2,"301,68,43,56;364,52,29,32;235,35,29,31","49,91,36,40;120,106,45,48"
549,2,2,"299,67,43,55;366,53,29,32","50,90,37,41;122,107,44,48"
550,2,2,"297,67,42,54;367,53,30,33","52,89,36,41;122,109,45,48"
551,2,2,"296,66,42,53;369,54,29,33","53,88,36,41;124,110,44,48"
552,2,2,"295,66,42,53;370,54,30,33","54,88,36,41;125,111,45,48"
553,2,2,"293,66,42,53;372,54,30,34","55,88,36,41;125,112,45,48"
554,2,2,"292,67,41,53;374,54,29,33","57,88,35,41;125,112,46,49"
555,2,2,"290,68,42,54;376,54,30,33","58,90,36,41;126,112,45,48"
556,2,2,"290,69,42,54;378,54,29,33","59,90,36,41;127,111,46,49"
557,1,2,"379,54,30,32","61,91,36,41;128,111,46,49"
558,1,2,"381,53,30,33","62,92,37,41;130,110,46,50"
559,1,2,"383,53,30,33","64,93,36,41;131,111,46,49"
560,1,3,"385,52,29,33","169,92,34,39;66,93,36,41;133,111,46,50"
561,1,2,"386,52,30,33","68,93,36,41;134,112,46,50"
562,1,1,"388,52,29,33","136,114,47,50"
563,0,2,,"287,70,44,55;138,115,47,50"
564,0,2,,"285,69,44,54;140,116,47,51"
565,0,3,,"175,88,35,38;284,68,43,54;142,117,47,50"
566,0,3,,"176,87,35,38;282,68,42,53;144,117,46,49"
567,1,3,"395,56,22,31","177,85,35,39;281,67,42,53;146,117,46,49"
568,1,3,"251,37,29,31","177,84,36,40;278,67,42,53;148,117,47,50"
569,1,3,"252,38,29,31","177,84,36,40;277,67,42,53;149,117,47,50"
570,1,2,"254,38,29,32","178,85,36,40;150,117,48,50"
571,1,2,"255,39,29,32","178,86,36,39;151,117,47,50"
572,0,2,,"178,87,37,40;152,118,47,50"
573,0,2,,"179,88,36,40;153,119,47,50"
574,0,2,,"179,89,36,41;153,121,48,51"
575,0,1,,"179,91,36,40"
576,0,2,,"91,96,41,43;179,92,36,40"
577,0,2,,"91,95,41,43;178,92,36,40"
578,0,3,,"77,92,36,41;91,93,41,44;178,92,36,40"
579,0,3,,"76,91,36,41;92,92,41,43;177,91,36,41"
580,0,3,,"77,90,35,41;92,91,40,43;178,91,35,40"
581,0,3,,"77,89,35,41;92,90,40,43;177,90,36,40"
582,0,3,,"77,89,35,41;91,90,40,43;178,88,35,40"
583,0,3,,"77,88,35,41;91,91,40,43;179,87,35,39"
584,1,4,"165,119,52,58","361,94,43,47;78,87,36,43;91,93,40,43;179,87,36,40"
585,0,3,,"363,96,42,47;77,89,35,42;180,87,36,38"
586,1,3,"162,48,27,29","365,98,43,47;77,90,35,41;181,88,36,38"
587,1,2,"164,47,27,30","78,93,34,40;183,89,35,38"
588,1,1,"164,47,28,30","183,90,35,38"
589,1,1,"165,47,28,30","184,92,35,38"
590,1,1,"166,46,28,30","186,93,35,39"
591,1,1,"166,46,29,31","187,95,36,39"
592,1,2,"167,46,28,30","189,127,53,58;189,96,36,39"
593,1,1,"168,46,27,30","192,128,52,57"
594,1,1,"168,46,28,30","194,128,51,56"
595,1,2,"169,46,27,30","87,88,43,46;195,126,51,56"
596,0,2,,"87,88,43,46;196,125,52,56"
597,0,3,,"199,92,36,39;88,89,42,45;197,123,52,56"
598,0,3,,"200,91,36,40;88,90,42,46;198,122,52,56"
599,0,3,,"201,89,38,42;88,93,42,45;198,121,53,57"
600,1,3,"155,54,30,31","146,99,33,35;170,47,27,30;199,122,52,55"
601,0,2,,"147,100,33,35;199,123,52,55"
602,0,2,,"148,100,33,36;200,124,52,56"
603,0,2,,"149,101,33,36;201,125,53,58"
604,1,2,"20,146,39,48","90,95,44,47;201,125,54,58"
605,1,2,"25,148,40,47","90,94,44,47;202,125,53,58"
606,1,2,"31,146,41,49","90,92,44,46;204,124,53,58"
607,2,2,"147,54,28,31;38,145,39,48","90,91,43,46;205,122,54,59"
608,1,2,"147,55,29,31","90,90,42,45;207,121,54,59"
609,0,2,,"89,88,42,46;209,119,54,58"
610,0,2,,"88,88,42,45;211,119,54,59"
611,0,2,,"87,88,43,46;213,119,54,59"
612,0,2,,"86,89,43,45;215,120,55,61"
613,0,1,,"217,122,56,61"
614,1,1,"156,75,37,46","219,122,56,62"
615,1,1,"218,87,36,40","221,123,56,61"
616,2,1,"294,105,38,48;219,86,36,40","223,124,56,61"
617,2,2,"289,106,39,49;221,86,37,41","79,97,42,46;225,123,55,61"
618,1,2,"286,107,37,48","77,97,43,46;227,122,55,61"
619,1,2,"281,108,37,47","76,97,42,46;229,121,55,61"
620,1,3,"275,108,38,47","55,94,35,39;75,96,42,46;230,120,55,61"
621,1,2,"271,109,37,46","73,94,44,47;232,119,56,63"
622,0,2,,"73,92,44,48;233,122,56,62"
623,0,2,,"73,92,43,47;237,125,54,61"
624,0,1,,"239,127,54,61"
625,1,2,"83,71,40,48","138,146,37,44;241,129,55,61"
626,1,2,"77,70,40,48","143,146,37,45;244,130,55,61"
627,2,2,"0,66,28,36;72,71,40,49","149,147,36,44;248,130,55,61"
628,2,2,"0,65,30,36;66,69,41,50","154,148,36,43;252,128,55,61"
629,2,2,"0,64,32,36;60,69,40,48","159,149,36,43;256,126,55,61"
630,2,2,"2,64,31,36;55,69,39,48","164,149,36,43;262,125,55,61"
631,2,2,"218,103,38,46;50,69,39,49","169,148,36,43;267,124,56,61"
632,2,2,"213,105,38,46;44,70,39,49","175,148,36,43;271,124,57,63"
633,2,2,"205,105,39,47;39,71,39,49","180,148,35,43;275,126,58,64"
634,2,3,"200,107,39,46;33,73,39,47","258,87,38,41;185,147,36,44;282,128,57,63"
635,0,4,,"8,64,31,34;260,88,37,42;191,147,35,43;288,131,57,63"
636,1,4,"330,43,28,31","9,65,31,34;261,89,38,43;195,146,36,45;294,133,57,63"
637,0,4,,"10,66,32,34;262,91,38,42;200,146,37,45;299,134,57,63"
638,1,3,"266,49,30,33","264,92,38,42;206,147,36,44;305,134,57,63"
639,1,5,"268,50,29,32","4,74,38,45;66,89,40,47;265,93,38,42;210,147,37,44;311,133,57,63"
640,1,5,"269,49,29,33","0,73,37,45;65,88,40,47;266,94,38,41;216,147,36,44;315,131,58,64"
641,1,5,"270,50,29,32","-2,73,34,45;65,87,39,47;267,94,38,41;221,147,36,45;321,129,58,65"
642,1,5,"271,50,29,32","223,100,34,37;64,86,40,46;268,93,38,42;225,147,37,45;326,129,58,64"
643,1,4,"272,51,29,31","64,84,40,47;269,92,37,41;230,146,37,47;333,129,58,64"
644,1,5,"340,41,28,32","94,101,44,48;64,84,40,47;270,91,38,41;234,145,38,48;338,132,58,64"
645,1,5,"341,42,28,31","95,103,44,47;64,84,40,46;271,90,38,40;239,144,38,47;344,134,59,65"
646,1,5,"342,42,29,31","95,104,44,48;65,84,39,46;272,88,39,42;244,143,38,47;351,136,59,66"
647,1,6,"343,42,29,32","230,104,35,39;95,104,44,48;65,84,39,47;275,87,38,41;249,142,37,47;358,137,59,66"
648,2,7,"208,110,33,36;345,42,29,32","113,107,39,47;231,104,36,39;97,104,43,47;65,86,40,47;277,86,38,42;253,141,38,47;365,136,56,66"
649,2,5,"210,109,33,38;346,43,29,32","105,107,39,48;233,104,35,39;65,88,40,46;280,85,38,42;257,140,38,47"
650,1,5,"213,109,32,37","99,109,39,48;234,104,35,39;66,89,40,47;282,86,38,43;262,139,38,48"
651,1,5,"215,109,32,36","92,111,39,48;235,103,35,39;67,90,39,47;284,87,38,42;267,139,38,48"
652,0,5,,"85,112,39,48;237,103,35,39;68,91,40,47;287,88,39,43;273,139,37,48"
653,0,5,,"79,113,39,48;239,102,35,39;68,91,41,46;289,90,39,43;277,140,38,48"
654,0,5,,"72,114,39,47;241,101,35,38;69,90,41,47;293,92,38,43;283,141,38,47"
655,0,5,,"65,113,39,48;243,100,34,38;70,89,41,47;296,94,39,43;288,142,38,48"
656,0,6,,"157,94,33,36;59,113,38,47;244,99,35,38;71,88,41,48;299,94,39,44;294,144,38,47"
657,0,6,,"159,94,31,36;52,112,39,47;247,99,34,38;71,87,42,48;303,94,39,44;300,145,37,46"
658,0,6,,"159,94,32,37;46,112,39,46;248,100,35,38;72,86,41,48;306,94,39,43;305,145,37,46"
659,0,7,,"110,107,47,51;160,95,32,36;41,110,38,47;250,100,35,39;72,85,40,48;309,93,39,43;311,145,36,46"
660,0,6,,"112,107,46,51;34,108,39,47;252,102,36,38;71,85,41,48;312,91,39,43;315,144,37,46"
661,0,6,,"115,108,46,50;28,107,38,47;255,102,35,38;71,85,41,48;314,89,39,44;320,144,37,46"
662,0,6,,"117,108,46,50;21,106,39,47;257,103,35,38;71,85,40,48;317,88,38,43;325,143,37,47"
663,1,6,"378,67,29,32","118,107,48,51;16,106,38,46;259,104,36,38;71,86,41,48;319,86,38,43;330,143,37,46"
664,2,6,"165,100,32,37;380,67,28,31","119,106,48,51;10,106,38,47;262,104,35,38;71,86,41,48;321,84,38,44;334,142,37,46"
665,1,5,"166,100,32,36","122,105,46,50;4,106,38,47;265,104,35,38;70,88,41,48;322,84,39,44"
666,2,5,"240,110,34,38;167,100,32,36","122,104,47,50;0,107,36,47;267,104,36,38;70,91,41,48;323,84,38,43"
667,2,5,"241,109,35,38;167,99,33,37","122,103,47,50;-3,108,34,46;270,103,36,38;70,92,41,49;323,84,40,45"
668,2,4,"243,108,35,38;168,98,33,37","123,102,47,50;271,101,36,39;69,94,41,48;324,85,40,45"
669,2,4,"246,108,34,38;170,98,32,37","124,102,47,50;272,100,36,39;68,94,41,48;326,87,40,44"
670,2,4,"248,108,34,38;171,97,33,37","124,103,47,50;273,99,36,39;67,95,41,47;327,89,40,44"
671,2,4,"250,108,34,38;173,97,32,36","124,105,48,50;274,98,36,39;65,94,41,48;327,89,40,45"
672,2,4,"252,108,34,38;174,97,33,36","125,107,47,50;275,98,36,39;64,94,42,47;328,91,42,47"
673,2,4,"254,109,35,37;176,97,32,37","125,109,47,51;276,98,36,39;63,93,42,48;329,90,42,48"
674,3,3,"256,68,31,34;256,110,35,38;177,98,32,37","125,112,47,50;277,99,36,40;63,92,41,48"
675,2,3,"258,110,36,38;178,99,33,37","125,114,47,50;278,100,37,40;63,91,41,48"
676,2,3,"261,111,35,38;180,100,32,37","125,114,46,50;280,102,36,39;62,90,42,49"
677,1,3,"181,101,32,37","123,114,48,51;281,103,36,39;62,90,42,49"
678,1,5,"183,101,32,37","152,93,38,42;382,139,36,46;122,113,48,52;282,103,36,39;62,91,42,49"
679,1,5,"185,102,32,37","155,94,37,42;384,139,34,46;122,112,48,52;282,103,37,39;61,92,44,49"
680,1,4,"336,83,38,42","157,94,37,43;122,111,49,52;283,103,39,43;62,94,43,49"
681,1,3,"337,83,39,43","159,94,37,42;123,109,48,52;62,95,43,49"
682,1,3,"338,83,40,45","161,92,37,43;123,109,48,52;62,97,43,49"
683,2,3,"271,72,31,33;341,84,40,44","163,92,37,42;123,108,49,52;63,98,43,50"
684,2,3,"273,71,31,33;343,86,39,44","165,90,37,43;124,108,49,53;64,99,44,50"
685,2,3,"274,70,31,34;345,88,40,44","165,89,38,43;124,109,50,53;66,99,43,50"
686,1,4,"347,90,40,44","197,99,32,37;166,88,38,43;124,110,50,53;67,100,43,49"
687,1,4,"350,91,40,44","198,99,32,37;166,87,40,45;125,112,49,53;68,99,43,49"
688,1,4,"353,93,39,43","199,100,33,36;167,87,39,45;125,115,50,53;69,98,43,49"
689,1,4,"355,93,40,45","200,100,33,37;168,88,39,45;126,116,50,53;69,97,43,50"
690,1,4,"358,94,40,44","201,101,33,37;169,89,39,45;127,117,50,53;69,96,43,49"
691,1,5,"361,93,41,45","304,100,36,40;203,102,33,37;169,91,39,43;128,116,50,54;69,94,43,50"
692,1,5,"364,92,40,45","307,101,36,40;204,103,33,37;170,92,38,43;128,116,51,53;69,94,43,50"
