Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
171,2,1,"-2,130,114,102;215,77,59,69","271,62,101,114"
172,2,1,"-3,129,112,103;214,78,59,69","266,59,103,118"
173,2,1,"-4,128,108,105;213,78,59,69","268,59,102,114"
174,2,1,"-3,128,106,105;213,80,59,68","268,59,101,113"
175,2,1,"-3,128,102,105;213,80,58,68","266,58,101,113"
176,2,1,"-3,128,100,105;212,79,59,69","266,60,100,111"
177,1,1,"211,79,59,70","266,60,98,111"
178,1,1,"211,79,59,70","263,59,99,110"
179,2,1,"156,56,34,37;210,80,59,70","263,60,98,111"
180,2,1,"156,56,34,37;211,80,59,70","257,59,101,115"
181,2,1,"156,56,34,37;210,82,58,69","253,58,104,118"
182,2,1,"156,56,34,37;209,82,59,70","254,58,102,117"
183,2,1,"156,56,35,37;208,82,60,70","254,60,101,115"
184,2,1,"156,56,35,37;207,83,60,70","253,60,101,115"
185,2,1,"157,56,34,37;207,83,60,71","252,62,101,114"
186,3,1,"51,79,57,62;157,56,34,37;206,84,60,70","247,63,103,117"
187,3,1,"50,79,58,64;157,56,34,37;206,85,60,71","247,63,103,116"
188,3,1,"49,77,58,65;156,55,34,37;206,85,60,71","243,61,104,119"
189,3,1,"49,77,57,64;156,55,34,37;206,86,60,69","244,66,104,118"
190,3,1,"48,77,57,64;156,55,34,37;206,87,58,70","240,65,105,120"
191,4,1,"59,122,55,65;47,76,58,65;156,55,34,36;205,87,58,70","237,63,106,120"
192,4,1,"57,122,57,68;47,76,57,65;156,54,34,37;204,89,58,69","235,64,106,122"
193,4,1,"58,124,54,63;46,76,58,64;156,54,34,36;204,89,57,68","232,64,106,123"
194,4,1,"57,126,54,64;44,74,58,66;156,54,34,36;203,90,57,69","231,67,106,121"
195,3,1,"58,127,52,61;44,74,57,65;203,92,56,67","229,67,107,121"
196,4,1,"326,120,43,49;58,126,54,63;42,73,59,66;203,92,55,68","228,69,106,121"
197,4,1,"326,120,44,50;57,127,54,63;42,72,58,67;203,94,55,67","227,71,106,121"
198,3,1,"326,120,44,51;42,72,58,67;202,94,55,67","227,72,106,121"
199,3,1,"325,121,45,51;42,72,58,67;202,94,55,67","225,72,106,120"
200,3,1,"325,121,45,52;41,71,59,68;202,93,56,68","224,74,106,120"
201,3,1,"325,121,45,52;41,71,59,67;202,94,56,68","224,77,106,121"
202,4,1,"56,128,57,68;325,122,46,52;41,70,58,68;201,93,58,70","223,78,106,122"
203,4,1,"58,130,52,62;325,122,46,52;39,69,59,68;201,93,58,69","221,80,107,122"
204,3,1,"325,122,46,53;39,68,59,68;201,93,57,70","220,80,107,122"
205,3,1,"326,123,46,52;38,67,59,68;201,93,56,69","218,80,108,123"
206,3,1,"327,123,45,52;37,67,60,68;200,92,56,68","219,82,107,124"
207,3,1,"327,123,45,52;38,67,59,68;199,93,56,67","217,84,108,125"
208,4,1,"156,53,35,36;327,123,46,53;38,66,59,69;199,92,55,66","216,85,109,126"
209,4,1,"156,53,35,36;327,123,47,53;38,66,59,69;199,91,53,65","215,86,109,127"
210,3,1,"156,52,34,37;328,124,46,53;38,66,59,68","213,88,110,127"
211,3,1,"157,53,34,36;329,124,46,53;37,65,59,68","212,88,110,128"
212,4,1,"58,132,51,59;157,53,34,37;329,124,45,53;36,64,60,69","211,87,110,130"
213,4,1,"58,132,54,62;157,53,34,37;329,125,45,53;36,64,60,69","210,88,111,131"
214,3,1,"58,134,52,60;157,53,34,37;36,63,59,69","209,87,112,132"
215,3,1,"58,135,50,59;157,54,34,36;36,64,59,69","209,87,112,133"
216,1,1,"35,63,60,70","208,87,113,134"
217,1,1,"35,63,60,70","205,86,112,135"
218,1,1,"35,63,60,70","203,83,112,136"
219,1,0,"35,63,60,70",
220,1,0,"35,63,60,70",
221,2,0,"237,75,165,163;35,64,59,70",
222,2,0,"224,81,168,158;35,64,59,70",
223,2,0,"207,85,171,154;35,64,59,70",
224,2,0,"191,89,176,150;35,66,59,68",
225,2,1,"172,94,178,145;35,66,59,69","55,124,56,64"
226,2,1,"158,104,176,136;35,67,59,69","55,123,54,63"
227,2,1,"143,112,176,128;35,67,59,69","55,123,54,62"
228,1,1,"35,67,59,69","54,122,54,63"
229,1,1,"34,67,60,70","53,122,54,63"
230,1,1,"34,68,60,70","53,122,56,64"
231,1,1,"34,69,60,70","53,121,56,66"
232,2,0,"55,131,173,105;34,69,60,69",
233,1,0,"36,70,60,69",
234,1,0,"35,70,59,68",
235,1,0,"36,71,58,68",
236,1,0,"36,71,58,68",
237,0,0,,
238,0,0,,
239,0,0,,
240,0,0,,
241,0,0,,
242,1,0,"159,64,119,140",
243,1,0,"160,64,114,133",
244,1,0,"159,65,116,135",
245,1,0,"158,64,116,134",
246,1,0,"156,63,116,134",
247,1,0,"154,63,113,130",
248,1,0,"153,65,111,126",
249,1,0,"149,64,114,131",
250,1,0,"147,64,112,127",
251,1,0,"146,62,113,131",
252,2,0,"83,110,46,57;143,62,114,132",
253,3,0,"42,75,61,68;84,110,46,55;141,61,115,133",
254,6,0,"269,67,35,42;337,36,36,40;284,86,42,46;42,74,61,69;85,110,45,54;137,63,117,136",
255,5,0,"268,67,37,43;285,86,41,46;43,73,61,70;86,110,45,53;133,63,118,136",
256,6,0,"36,134,57,67;268,67,37,43;284,83,45,49;43,73,61,70;85,110,45,54;131,64,119,137",
257,6,0,"36,136,54,64;268,67,37,44;284,83,44,49;43,73,61,70;86,110,45,53;130,66,119,136",
258,6,0,"35,136,55,65;267,66,38,45;285,82,44,50;44,72,61,71;85,109,46,55;126,67,119,137",
259,6,0,"35,138,56,66;267,66,38,45;285,82,45,50;45,72,60,70;86,108,46,56;123,68,119,136",
260,5,0,"33,137,58,66;266,66,38,45;46,72,61,70;87,108,45,54;119,69,118,137",
261,5,0,"32,136,58,67;266,66,38,45;46,71,61,71;88,108,45,53;118,70,119,138",
262,5,0,"31,136,58,68;265,66,39,45;46,70,61,71;88,108,45,53;115,72,118,137",
263,5,0,"29,137,58,68;265,66,39,45;46,70,61,71;89,108,45,53;113,73,118,137",
264,5,0,"29,138,57,66;265,66,38,46;46,69,62,71;90,107,44,53;111,75,120,140",
265,5,0,"387,78,30,38;27,138,57,66;264,66,39,45;46,69,62,71;109,75,122,143",
266,4,0,"27,138,57,66;264,67,38,45;47,69,61,70;105,76,123,145",
267,4,0,"25,138,58,68;263,67,39,45;47,69,61,70;100,78,123,145",
268,4,0,"24,137,57,68;263,67,38,44;47,68,61,70;97,79,121,143",
269,4,0,"24,136,58,69;262,67,38,45;48,68,60,70;94,81,122,147",
270,4,1,"23,136,58,69;262,68,38,44;48,66,60,70;91,81,123,148","369,132,48,57"
271,4,1,"21,136,59,69;261,68,38,44;48,65,60,70;88,83,124,148","371,133,46,55"
272,5,1,"290,80,47,54;21,135,58,69;261,68,38,45;49,64,59,70;85,83,124,150","372,133,45,55"
273,3,1,"19,135,58,66;49,62,59,70;81,84,124,150","374,134,43,53"
274,3,1,"19,134,58,69;50,62,58,69;77,85,124,149","374,135,43,52"
275,3,1,"18,133,59,70;47,64,58,68;75,86,123,149","375,135,42,52"
276,3,1,"18,135,59,69;47,63,58,69;71,88,122,148","376,135,41,53"
277,3,1,"17,134,58,69;48,63,57,67;66,88,123,147","377,135,40,52"
278,3,1,"16,133,58,68;47,62,57,66;63,89,123,147","377,134,40,54"
279,2,1,"15,131,58,68;57,88,122,144","378,134,39,54"
280,2,0,"15,130,57,68;52,90,122,144",
281,2,0,"14,130,56,67;48,90,122,144",
282,2,0,"15,129,56,67;43,90,123,144",
283,2,0,"14,128,56,65;39,89,124,145",
284,1,0,"34,89,125,146",
285,1,0,"28,90,126,145",
286,2,0,"134,81,61,74;24,89,126,146",
287,2,0,"133,79,62,75;21,88,127,146",
288,2,0,"130,79,63,75;16,89,127,146",
289,2,0,"129,79,63,75;12,89,127,146",
290,2,0,"128,77,63,76;10,87,128,147",
291,2,0,"128,78,62,74;8,88,127,144",
292,2,0,"127,78,62,74;4,85,129,147",
293,2,0,"125,77,63,75;1,84,130,148",
294,2,0,"125,77,62,74;0,84,128,146",
295,2,0,"124,77,62,75;-1,84,126,144",
296,2,0,"122,76,63,76;-2,84,125,146",
297,2,0,"122,76,63,76;-3,82,123,146",
298,2,0,"122,76,62,75;-2,79,121,147",
299,2,0,"120,76,63,75;-4,77,119,147",
300,2,0,"120,76,63,75;-3,76,117,146",
301,3,0,"166,58,32,35;119,77,63,74;-3,74,115,145",
302,4,0,"294,80,45,50;166,58,32,36;118,76,63,76;-3,72,114,145",
303,4,0,"293,81,45,50;166,58,32,35;116,76,64,76;-3,70,112,146",
304,4,0,"294,82,43,49;166,59,32,35;116,77,63,75;-3,70,109,145",
305,4,0,"294,82,44,49;166,59,32,35;115,77,63,76;-1,69,109,148",
306,3,0,"294,83,43,49;114,77,64,76;-1,68,109,151",
307,3,0,"294,83,43,49;114,78,63,75;0,65,109,154",
308,3,0,"294,83,43,49;114,78,63,75;-2,62,105,153",
309,3,0,"294,83,43,50;113,79,62,74;-3,61,103,152",
310,3,0,"294,84,44,50;111,80,63,75;-2,58,103,156",
311,3,0,"294,85,43,49;110,81,63,74;-2,58,102,156",
312,3,0,"294,85,43,49;108,81,64,75;-1,57,102,160",
313,2,0,"294,86,43,48;109,81,63,75",
314,2,0,"294,86,42,49;107,82,63,75",
315,2,0,"293,87,43,48;107,83,63,74",
316,2,0,"293,86,43,49;107,83,62,75",
317,2,0,"293,87,43,49;106,84,62,75",
318,2,0,"293,87,43,49;104,84,63,76",
319,2,0,"293,87,43,49;102,85,64,76",
320,2,0,"292,88,43,48;103,86,63,75",
321,2,0,"292,88,43,49;101,86,64,76",
322,2,0,"292,88,43,48;100,86,64,76",
323,2,0,"291,88,43,48;100,87,64,75",
324,2,0,"291,88,43,48;100,88,63,74",
325,2,0,"291,87,43,49;99,88,63,75",
326,2,0,"291,87,42,49;97,88,63,76",
327,2,0,"290,88,43,48;96,89,64,76",
328,2,0,"291,88,42,49;95,88,63,77",
329,2,0,"290,89,43,48;95,89,63,75",
330,2,0,"290,88,43,49;95,89,63,76",
331,2,0,"290,88,43,49;94,89,63,75",
332,3,0,"21,63,65,77;289,87,44,50;92,89,64,76",
333,3,0,"21,62,65,78;289,87,44,50;92,89,64,75",
334,3,0,"21,63,65,77;289,87,43,50;91,90,64,75",
335,3,0,"22,63,64,76;289,87,43,50;91,89,63,76",
336,3,0,"22,62,64,77;288,87,44,49;90,89,64,75",
337,3,0,"23,62,63,76;288,87,43,49;90,88,63,76",
338,3,0,"22,61,63,76;288,86,43,50;89,88,64,76",
339,3,0,"22,62,63,75;288,86,43,50;88,87,63,76",
340,3,0,"22,62,62,74;288,86,43,50;87,87,64,76",
341,3,0,"22,62,62,74;288,86,43,50;87,86,63,76",
342,3,0,"21,61,62,75;288,86,43,50;86,86,63,76",
343,3,0,"20,60,63,75;288,86,43,50;84,85,64,77",
344,3,0,"20,60,63,75;288,86,43,50;83,84,64,77",
345,3,0,"19,58,64,77;288,86,43,50;82,84,65,77",
346,3,0,"19,58,64,77;287,86,45,49;81,83,64,77",
347,3,0,"19,58,64,77;287,85,44,50;81,82,64,77",
348,3,0,"19,58,64,77;287,85,44,50;80,82,64,76",
349,3,0,"19,58,64,77;287,85,44,50;78,81,65,77",
350,3,0,"19,59,64,76;287,85,44,50;77,80,64,77",
351,3,0,"19,58,64,77;287,85,44,50;76,79,64,78",
352,3,0,"19,58,64,78;288,85,43,49;74,78,65,78",
353,3,0,"19,59,64,77;288,85,43,49;74,77,65,78",
354,3,0,"19,59,64,77;288,85,43,49;73,77,65,79",
355,3,0,"19,59,64,77;288,85,44,49;71,76,65,79",
356,3,0,"19,60,64,77;288,85,43,49;70,75,64,79",
357,3,0,"19,59,64,78;288,84,44,50;69,74,64,79",
358,4,0,"349,35,37,42;19,61,64,77;288,84,44,50;69,74,64,79",
359,3,0,"19,62,64,76;288,84,44,50;68,74,64,79",
360,3,0,"19,62,64,76;288,84,44,50;67,73,65,79",
361,3,0,"19,62,64,77;288,84,44,50;66,73,64,79",
362,3,0,"19,63,64,77;287,84,45,50;65,73,64,79",
363,3,0,"19,63,64,78;287,84,45,50;63,73,65,78",
364,3,0,"19,64,64,78;288,84,44,51;61,73,66,79",
365,3,0,"19,64,65,78;288,85,45,50;60,73,66,80",
366,3,0,"19,65,64,77;288,85,45,50;59,72,66,80",
367,4,0,"350,36,39,43;19,66,64,77;288,85,45,50;58,74,65,79",
368,4,0,"351,36,38,43;19,67,64,77;289,85,44,50;56,74,66,79",
369,4,0,"351,36,38,43;19,68,64,77;289,85,43,50;55,74,65,79",
370,3,0,"19,69,63,76;288,85,45,50;54,74,65,79",
371,3,0,"19,68,63,77;289,86,44,50;53,74,65,80",
372,3,0,"20,70,62,77;289,86,44,50;51,75,66,79",
373,3,0,"21,71,62,77;290,87,43,50;50,75,66,79",
374,4,0,"353,38,37,42;22,71,63,77;289,86,44,51;49,76,66,79",
375,4,0,"354,39,36,42;21,72,63,77;289,87,45,50;47,77,65,79",
376,3,0,"25,73,66,79;289,87,45,51;45,77,66,79",
377,3,0,"22,74,63,76;290,88,44,50;46,78,65,79",
378,4,0,"207,75,40,47;22,74,64,76;290,89,45,51;42,78,66,80",
379,4,0,"207,75,39,47;23,74,66,77;291,89,44,51;41,79,66,80",
380,5,0,"355,40,37,42;206,75,39,46;26,75,65,77;291,89,44,51;39,80,66,80",
381,3,0,"206,75,39,46;291,89,45,51;37,80,66,80",
382,3,0,"205,75,39,46;291,89,45,51;35,81,66,80",
383,3,0,"205,75,38,46;292,90,44,51;33,80,66,81",
384,2,0,"204,75,38,46;31,80,66,80",
385,2,0,"204,75,38,46;27,83,66,81",
386,2,0,"203,75,39,45;27,84,66,80",
387,3,0,"357,41,38,43;203,74,38,46;26,84,66,81",
388,3,1,"357,41,38,43;202,74,39,46;24,86,66,80","293,90,46,53"
389,3,1,"358,41,38,43;201,75,39,46;22,86,66,81","294,90,46,54"
390,3,1,"358,41,37,42;201,75,39,46;20,87,66,80","294,90,46,54"
391,3,1,"358,41,38,43;200,75,39,45;18,88,66,81","295,92,45,52"
392,3,1,"358,41,38,43;199,75,39,45;17,89,65,80","296,93,44,51"
393,3,1,"358,41,38,43;199,75,39,45;16,89,65,81","296,93,45,51"
394,3,1,"358,41,38,42;198,75,39,46;14,89,65,81","297,93,44,51"
395,3,2,"359,41,37,42;198,76,39,45;10,90,64,80","130,111,48,59;297,94,45,51"
396,3,2,"359,41,37,42;197,76,39,46;9,90,64,80","131,113,46,57;298,94,45,52"
397,3,2,"359,41,38,42;196,76,39,45;7,90,63,79","130,114,46,57;298,93,45,52"
398,3,2,"359,41,38,42;196,76,38,45;5,87,63,78","130,115,46,57;299,94,45,52"
399,3,2,"359,40,38,42;196,77,38,45;3,89,62,78","129,116,47,58;299,94,45,51"
400,3,2,"359,40,38,42;195,77,38,45;0,91,61,76","129,116,48,59;300,94,45,51"
401,3,2,"359,40,37,42;194,78,39,45;0,90,62,78","130,117,48,59;301,94,45,51"
402,3,2,"359,39,38,42;194,78,39,46;0,88,62,79","129,118,48,59;301,94,46,52"
403,3,2,"359,39,37,42;193,79,39,45;-1,87,61,77","129,118,50,61;301,94,46,52"
404,3,2,"359,39,37,42;192,79,40,45;-2,87,58,76","129,119,49,61;302,94,45,51"
405,4,2,"37,66,61,71;359,39,37,42;192,79,39,46;-2,86,56,76","130,120,49,61;303,93,45,53"
406,4,2,"32,69,65,75;359,38,37,42;191,79,39,46;-2,86,55,76","129,121,49,60;303,95,46,51"
407,4,2,"32,68,65,76;359,38,37,42;191,80,39,46;-2,85,54,75","130,122,48,59;304,95,45,51"
408,3,2,"34,67,64,75;190,81,40,46;-2,85,52,74","130,123,48,59;304,95,46,51"
409,2,2,"33,65,64,74;189,80,40,47","130,124,49,59;305,94,45,51"
410,2,2,"31,66,64,74;189,80,39,47","132,123,50,60;305,93,46,52"
411,2,2,"31,65,64,73;188,81,40,46","132,123,51,60;306,92,45,53"
412,4,2,"168,59,36,39;358,37,37,42;31,64,64,74;187,81,40,47","134,123,51,61;306,93,46,52"
413,4,2,"168,59,36,38;358,37,37,42;30,65,64,74;187,81,40,47","133,122,51,61;306,93,46,52"
414,4,2,"169,58,35,39;358,37,37,42;29,63,65,75;186,81,40,47","132,122,53,61;307,93,46,53"
415,4,2,"168,58,36,39;358,37,37,42;27,63,66,76;185,81,41,47","134,121,53,61;307,93,46,53"
416,4,2,"169,58,35,39;357,37,38,42;26,62,67,77;184,81,41,47","135,120,52,62;307,92,46,53"
417,4,2,"169,58,35,39;357,37,38,42;25,64,67,77;184,81,40,47","135,119,53,62;308,92,46,54"
